"";"x"
"Port.VarianceEqual";0,897687407227588
"Port.ReturnEqual";0,0293098351132706
"Port.VarianceStatic";0,481612445939274
"Port.ReturnStatic";-0,0120794395497507
"Port.VarianceRW";0,669905140725652
"Port.ReturnRW";-0,00338110714150135
"Port.VarianceHAR";0,552813792168128
"Port.ReturnHAR";0,0218858096649262
"Port.VarianceDCW";0,373720601419195
"Port.ReturnDCW";0,00220076324487483
