"";"x"
"Port.VarianceEqual";0,827677603963938
"Port.ReturnEqual";2,1409029882336
"Port.VarianceStatic";0,397153467498146
"Port.ReturnStatic";3,20739723376705
"Port.VarianceRW";0,641318512297956
"Port.ReturnRW";1,8285330435196
"Port.VarianceHAR";0,496636533179064
"Port.ReturnHAR";3,28862499332965
"Port.VarianceDCW";0,316526500222083
"Port.ReturnDCW";0,882262348385372
