"";"x"
"Port.VarianceEqual";0,818970693012571
"Port.ReturnEqual";5,0923471508925
"Port.VarianceStatic";0,416964913099339
"Port.ReturnStatic";6,43199719877677
"Port.VarianceRW";0,659427844086548
"Port.ReturnRW";4,85191728259208
"Port.VarianceHAR";0,503485436835392
"Port.ReturnHAR";7,67336466723589
"Port.VarianceDCW";0,336607807629933
"Port.ReturnDCW";0,871543801704542
