"";"x"
"Port.VarianceEqual";0,897687407227588
"Port.ReturnEqual";1,87929505339812
"Port.VarianceStatic";0,481612445939274
"Port.ReturnStatic";0,637616813507479
"Port.VarianceRW";0,669905140725652
"Port.ReturnRW";0,89856678575496
"Port.VarianceHAR";0,552813792168128
"Port.ReturnHAR";1,63468848028286
"Port.VarianceDCW";0,306557283247542
"Port.ReturnDCW";0,909563033321773
